,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_prediction
9318,Dog,5,Spitz,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,No
9319,Dog,24,Poodle,Male,White,No Color,Medium,Short,Yes,Not Sure,Healthy,0,5,Yes,No
9320,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes,No
9321,Cat,6,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
9322,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes,No
9323,Cat,4,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,15,3,No,No
9324,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,59,1,No,No
9325,Dog,1,Mixed Breed,Female,Black,Gray,Medium,Short,No,No,Healthy,0,1,Yes,No
9326,Cat,3,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,1,No,Yes
9327,Cat,1,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,3,Yes,No
9328,Cat,4,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,6,Yes,No
9329,Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,No,Yes,Healthy,0,5,Yes,Yes
9330,Cat,7,Tabby,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,2,Yes,Yes
9331,Cat,4,Calico,Female,Black,Golden,Medium,Short,Yes,No,Healthy,0,4,Yes,No
9332,Cat,18,Domestic Short Hair,Male,Brown,White,Large,Short,Yes,Yes,Healthy,0,1,No,Yes
9333,Cat,2,Siamese,Female,White,No Color,Small,Medium,No,No,Healthy,0,1,Yes,No
9334,Cat,3,Domestic Medium Hair,Male,Black,Yellow,Medium,Medium,No,No,Healthy,0,15,Yes,No
9335,Cat,3,Domestic Short Hair,Female,Yellow,Gray,Medium,Short,Yes,Yes,Healthy,100,2,No,Yes
9336,Cat,1,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,No,No,Healthy,0,3,Yes,No
9337,Dog,8,German Shepherd Dog,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,3,No,No
9338,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,5,Yes,No
9339,Cat,2,Domestic Medium Hair,Male,Black,Gray,Large,Medium,No,Not Sure,Healthy,0,5,Yes,No
9340,Dog,24,Schnauzer,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,2,No,No
9341,Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes,No
9342,Cat,60,Domestic Short Hair,Female,White,No Color,Large,Short,Yes,Yes,Minor Injury,0,5,Yes,Yes
9343,Cat,2,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,50,6,Yes,No
9344,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,No,No
9345,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes,No
9346,Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,0,No,Yes
9347,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
9348,Cat,11,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes,Yes
9349,Cat,5,Domestic Short Hair,Female,Black,Golden,Medium,Short,Not Sure,Yes,Healthy,0,1,Yes,Yes
9350,Dog,12,Mixed Breed,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,1,Yes,Yes
9351,Dog,4,Mixed Breed,Female,Black,Yellow,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
9352,Dog,2,Mixed Breed,Male,Black,Cream,Medium,Short,Yes,No,Healthy,0,3,Yes,No
9353,Dog,24,Pug,Female,Black,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,8,Yes,No
9354,Dog,60,Mixed Breed,Male,Black,Cream,Large,Long,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
9355,Dog,36,Dalmatian,Male,Black,White,Large,Short,Yes,No,Healthy,0,1,Yes,No
9356,Cat,10,American Shorthair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,No,Yes
9357,Dog,6,Labrador Retriever,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,5,Yes,No
9358,Cat,6,Tuxedo,Male,Black,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
9359,Dog,18,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes,Yes
9360,Dog,12,Dachshund,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
9361,Cat,4,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,3,No,No
9362,Dog,9,Labrador Retriever,Female,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,Yes,No
9363,Dog,48,Miniature Pinscher,Female,Black,Brown,Small,Medium,Not Sure,Not Sure,Healthy,0,3,No,No
9364,Cat,5,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,13,No,Yes
9365,Dog,2,Mixed Breed,Male,Brown,Yellow,Medium,Short,No,No,Healthy,80,3,No,No
9366,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No,Yes
9367,Cat,8,American Shorthair,Male,White,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,No,Yes
9368,Dog,18,Cocker Spaniel,Female,Brown,Golden,Medium,Long,Not Sure,No,Healthy,0,1,Yes,No
9369,Cat,36,Bengal,Female,Brown,Cream,Small,Short,Yes,Yes,Healthy,250,1,No,Yes
9370,Cat,1,Domestic Short Hair,Female,Gray,No Color,Small,Short,No,No,Healthy,0,1,Yes,No
9371,Cat,8,Maine Coon,Female,Golden,White,Medium,Medium,No,No,Healthy,80,7,Yes,No
9372,Cat,24,Domestic Long Hair,Male,Black,No Color,Medium,Long,Yes,Yes,Healthy,0,2,Yes,Yes
9373,Dog,36,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,12,No,Yes
9374,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,No
9375,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,No,Yes
9376,Cat,5,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,No,Healthy,0,4,Yes,Yes
9377,Dog,1,Mixed Breed,Male,Black,White,Medium,Medium,Not Sure,No,Healthy,0,1,Yes,No
9378,Cat,4,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,5,Yes,No
9379,Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
9380,Cat,1,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,5,No,No
9381,Cat,4,Tabby,Male,Yellow,White,Small,Short,No,Not Sure,Healthy,150,4,Yes,No
9382,Dog,1,Golden Retriever,Male,Golden,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,Yes,No
9383,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes,No
9384,Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,0,No,Yes
9385,Dog,1,Mixed Breed,Male,Brown,No Color,Small,Medium,No,No,Healthy,0,10,Yes,No
9386,Cat,2,American Shorthair,Female,Gray,No Color,Small,Short,No,Not Sure,Healthy,0,0,No,Yes
9387,Cat,4,Domestic Short Hair,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes,No
9388,Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,7,No,No
9389,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,50,2,Yes,No
9390,Cat,2,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,6,Yes,No
9391,Dog,9,Jack Russell Terrier,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,200,1,Yes,Yes
9392,Dog,50,Beagle,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
9393,Cat,3,Domestic Short Hair,Male,Cream,No Color,Small,Short,No,No,Healthy,0,2,Yes,No
9394,Dog,48,Pomeranian,Male,Brown,Golden,Small,Long,Yes,No,Healthy,200,2,Yes,No
9395,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,No,Yes
9396,Dog,48,Rottweiler,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,2,Yes,No
9397,Cat,6,Siamese,Female,Golden,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
9398,Dog,24,Spaniel,Female,Yellow,No Color,Small,Medium,Yes,Yes,Healthy,300,5,No,Yes
9399,Dog,2,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,No
9400,Dog,3,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,5,Yes,No
9401,Cat,20,Domestic Medium Hair,Male,Black,White,Medium,Medium,Yes,Yes,Healthy,0,7,Yes,Yes
9402,Cat,8,Burmese,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
9403,Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,1,Yes,Yes
9404,Cat,3,Domestic Long Hair,Male,Black,Gray,Medium,Medium,No,No,Healthy,80,5,Yes,No
9405,Cat,12,Siamese,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,1,Yes,Yes
9406,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes,No
9407,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
9408,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes,No
9409,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
9410,Cat,7,Tortoiseshell,Female,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,100,4,Yes,Yes
9411,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,4,Yes,No
9412,Dog,48,Shih Tzu,Male,Black,White,Small,Medium,Not Sure,No,Healthy,0,1,Yes,No
9413,Dog,17,Shih Tzu,Male,Brown,White,Small,Short,Yes,No,Healthy,0,0,Yes,Yes
9414,Dog,60,Doberman Pinscher,Female,Black,No Color,Large,Short,Yes,Yes,Healthy,300,2,Yes,No
9415,Dog,30,German Shepherd Dog,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
9416,Cat,12,Domestic Short Hair,Female,Yellow,Gray,Medium,Short,No,Yes,Healthy,0,3,No,Yes
9417,Dog,36,Poodle,Male,White,No Color,Medium,Long,Not Sure,No,Healthy,0,1,Yes,No
9418,Dog,12,Mixed Breed,Female,Brown,White,Medium,Short,No,Yes,Healthy,0,2,Yes,Yes
9419,Cat,24,Domestic Short Hair,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
9420,Cat,2,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,2,Yes,No
9421,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
9422,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,Yes,No
9423,Cat,1,Domestic Medium Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,5,No,No
9424,Dog,30,Shih Tzu,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,500,4,No,Yes
9425,Cat,12,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,Yes,Healthy,0,14,Yes,Yes
9426,Cat,6,Siamese,Female,Cream,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
9427,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,No,No,Healthy,20,1,Yes,No
9428,Cat,5,Domestic Long Hair,Male,Golden,Cream,Small,Short,No,No,Healthy,0,6,No,No
9429,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,12,Yes,No
9430,Cat,9,Singapura,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No,Yes
9431,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,11,Yes,No
9432,Cat,4,Bobtail,Female,Black,Brown,Medium,Long,No,No,Healthy,0,3,Yes,No
9433,Cat,6,Domestic Short Hair,Male,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
9434,Cat,5,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,3,No,No
9435,Cat,1,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,4,Yes,No
9436,Cat,5,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,No,Yes
9437,Dog,2,Mixed Breed,Male,Black,No Color,Small,Medium,No,No,Minor Injury,0,2,Yes,No
9438,Cat,2,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,5,Yes,No
9439,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No,Yes
9440,Dog,8,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
9441,Cat,3,Tabby,Male,Brown,Gray,Small,Short,No,No,Healthy,0,5,Yes,No
9442,Cat,7,American Curl,Male,Brown,No Color,Medium,Long,Yes,No,Healthy,0,3,Yes,No
9443,Dog,16,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,6,No,Yes
9444,Dog,2,Mixed Breed,Female,White,No Color,Small,Medium,No,No,Healthy,0,2,Yes,Yes
9445,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,No
9446,Dog,36,Terrier,Male,Black,Brown,Large,Long,Yes,Yes,Healthy,300,1,No,Yes
9447,Dog,12,Swedish Vallhund,Female,Black,No Color,Small,Medium,Yes,Yes,Healthy,0,1,No,Yes
9448,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
9449,Cat,3,Persian,Male,White,No Color,Medium,Long,No,No,Healthy,700,3,Yes,No
9450,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,No
9451,Cat,15,Persian,Female,Brown,No Color,Medium,Long,Yes,Yes,Healthy,0,1,Yes,Yes
9452,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,3,Yes,No
9453,Dog,12,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9454,Cat,2,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Minor Injury,0,3,Yes,No
9455,Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,2,No,No
9456,Dog,10,Mixed Breed,Female,White,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,No,Yes
9457,Cat,3,Domestic Medium Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,No
9458,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,3,Yes,No
9459,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,1,No,No
9460,Dog,12,Mixed Breed,Male,Cream,No Color,Small,Medium,Yes,Yes,Healthy,100,3,No,Yes
9461,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
9462,Dog,18,Mixed Breed,Female,Black,Brown,Large,Medium,Not Sure,Not Sure,Minor Injury,0,4,Yes,Yes
9463,Cat,7,Siamese,Female,Brown,Cream,Medium,Short,No,Yes,Healthy,50,4,Yes,Yes
9464,Cat,24,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,No,Yes
9465,Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,2,Yes,No
9466,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,50,9,No,Yes
9467,Cat,5,Persian,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No,Yes
9468,Cat,2,Domestic Short Hair,Male,Gray,No Color,Small,Short,No,No,Healthy,100,3,Yes,Yes
9469,Cat,2,Domestic Short Hair,Male,Cream,No Color,Small,Short,No,No,Healthy,0,5,Yes,No
9470,Cat,3,Persian,Male,Gray,White,Large,Medium,No,No,Healthy,150,5,Yes,No
9471,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,No,No
9472,Dog,60,Basset Hound,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,300,3,Yes,No
9473,Cat,3,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,4,Yes,No
9474,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,100,2,No,Yes
9475,Cat,1,Domestic Medium Hair,Male,Yellow,Cream,Small,Medium,No,Yes,Healthy,0,2,Yes,No
9476,Dog,8,Poodle,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,Yes,No
9477,Cat,2,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,9,Yes,No
9478,Cat,10,Domestic Long Hair,Female,Brown,White,Small,Long,Yes,Yes,Healthy,0,3,Yes,No
9479,Dog,8,Mixed Breed,Male,Golden,Cream,Medium,Short,Yes,Yes,Healthy,110,4,Yes,Yes
9480,Cat,3,Domestic Short Hair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,15,Yes,No
9481,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes,No
9482,Cat,3,Domestic Medium Hair,Female,Black,White,Small,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,Yes
9483,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes,No
9484,Dog,36,Shih Tzu,Female,Black,Gray,Small,Long,Yes,No,Healthy,0,2,Yes,No
9485,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,3,Yes,No
9486,Dog,18,Terrier,Female,Cream,No Color,Medium,Medium,Not Sure,Yes,Healthy,0,3,No,No
9487,Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,Yes,Yes
9488,Dog,3,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
9489,Cat,4,Domestic Short Hair,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,100,1,Yes,Yes
9490,Cat,3,Domestic Medium Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,1,Yes,Yes
9491,Dog,1,Mixed Breed,Female,Black,Brown,Large,Medium,Yes,No,Healthy,0,5,Yes,No
9492,Dog,8,Mixed Breed,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,2,No,Yes
9493,Dog,5,Mixed Breed,Male,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,10,3,No,Yes
9494,Dog,36,Golden Retriever,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,No
9495,Dog,7,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
9496,Cat,3,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,5,Yes,No
9497,Dog,3,Mixed Breed,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,1,No,Yes
9498,Cat,6,Persian,Female,Brown,White,Medium,Long,No,No,Healthy,750,10,Yes,No
9499,Dog,72,Terrier,Male,Cream,White,Small,Medium,Not Sure,Not Sure,Healthy,0,2,Yes,No
9500,Cat,5,Tabby,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,2,Yes,Yes
9501,Cat,12,Domestic Medium Hair,Male,Golden,White,Medium,Medium,Yes,Yes,Healthy,0,5,No,Yes
9502,Dog,36,Shih Tzu,Female,Cream,White,Small,Medium,Not Sure,Not Sure,Healthy,0,3,Yes,No
9503,Dog,36,Chinese Crested Dog,Male,Black,Golden,Small,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9504,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,6,Yes,No
9505,Cat,40,Bombay,Female,Black,No Color,Medium,Medium,Not Sure,No,Healthy,0,3,No,Yes
9506,Cat,7,Persian,Male,Black,Brown,Large,Long,Yes,No,Healthy,0,5,Yes,No
9507,Cat,30,Maine Coon,Female,Golden,White,Medium,Medium,Yes,Yes,Healthy,0,4,Yes,Yes
9508,Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
9509,Cat,3,Tabby,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,2,Yes,No
9510,Dog,10,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,Yes,Yes
9511,Dog,8,Labrador Retriever,Male,Black,Brown,Large,Medium,No,No,Healthy,0,0,No,Yes
9512,Cat,30,Domestic Medium Hair,Male,White,No Color,Large,Medium,Yes,Yes,Healthy,0,12,Yes,No
9513,Dog,3,Mixed Breed,Male,Gray,White,Medium,Short,Yes,No,Healthy,100,2,Yes,Yes
9514,Cat,4,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,No,Yes
9515,Cat,4,Persian,Male,White,No Color,Medium,Medium,No,No,Healthy,0,6,Yes,No
9516,Dog,24,Miniature Pinscher,Female,Yellow,No Color,Small,Short,Yes,Yes,Healthy,0,3,Yes,No
9517,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,No,No
9518,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Not Sure,Healthy,0,6,Yes,No
9519,Cat,24,Domestic Short Hair,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,0,4,Yes,Yes
9520,Dog,9,Shar Pei,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes,No
9521,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No,Yes
9522,Dog,48,Pug,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,50,0,No,Yes
9523,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
9524,Dog,60,Poodle,Male,Brown,Cream,Small,Short,Yes,No,Healthy,300,1,Yes,No
9525,Dog,6,Shih Tzu,Male,Black,Brown,Small,Long,Not Sure,No,Healthy,300,6,Yes,No
9526,Dog,5,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,0,26,No,Yes
9527,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes,No
9528,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,Yes,No
9529,Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,Yes,Yes
9530,Cat,2,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,11,Yes,No
9531,Dog,1,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,No
9532,Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,No,Yes
9533,Dog,1,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,1,3,Yes,No
9534,Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,7,Yes,No
9535,Dog,0,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,6,Yes,No
9536,Dog,1,Jack Russell Terrier,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,Yes,No
9537,Cat,6,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes,Yes
9538,Dog,3,Mixed Breed,Female,Black,Cream,Large,Short,No,No,Healthy,0,5,Yes,No
9539,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
9540,Dog,2,Labrador Retriever,Female,Black,No Color,Large,Short,Not Sure,Not Sure,Healthy,0,5,Yes,No
9541,Cat,3,Maine Coon,Female,White,No Color,Medium,Long,No,No,Healthy,500,4,Yes,No
9542,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,3,Yes,No
9543,Cat,30,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Yes,Healthy,50,1,Yes,Yes
9544,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,8,Yes,No
9545,Cat,1,Domestic Medium Hair,Female,Black,No Color,Small,Short,No,Not Sure,Healthy,0,2,Yes,Yes
9546,Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,5,Yes,No
9547,Cat,12,Domestic Short Hair,Male,Yellow,Cream,Large,Short,No,No,Healthy,0,4,Yes,Yes
9548,Cat,1,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,1,Yes,No
9549,Dog,48,Mixed Breed,Female,White,No Color,Large,Short,Yes,Yes,Healthy,100,4,No,Yes
9550,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,No
9551,Cat,2,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,3,Yes,No
9552,Dog,12,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
9553,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes,No
9554,Cat,12,Domestic Medium Hair,Male,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
9555,Dog,84,Mixed Breed,Male,Brown,Gray,Large,Short,Not Sure,Not Sure,Healthy,0,5,No,Yes
9556,Cat,61,Domestic Short Hair,Male,White,No Color,Large,Short,Yes,Yes,Healthy,0,6,No,Yes
9557,Dog,6,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,No,Yes
9558,Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,5,Yes,No
9559,Dog,60,Poodle,Male,Cream,No Color,Small,Long,Yes,Yes,Minor Injury,200,1,Yes,No
9560,Dog,60,Pekingese,Female,Cream,No Color,Small,Medium,Yes,Yes,Healthy,0,2,No,No
9561,Cat,4,Domestic Long Hair,Female,Black,Brown,Large,Long,Yes,Yes,Healthy,0,5,Yes,No
9562,Dog,24,Terrier,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,8,Yes,No
9563,Cat,2,Burmese,Female,Black,No Color,Small,Medium,No,No,Healthy,0,2,Yes,No
9564,Dog,2,Mixed Breed,Female,Yellow,White,Medium,Short,No,No,Healthy,0,5,Yes,No
9565,Dog,6,Mixed Breed,Female,Black,No Color,Small,Medium,No,Yes,Healthy,100,4,No,Yes
9566,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes,No
